idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,contribuinte_adjudicante,contribuinte_adjudicatarios,city,cpv_prefix,agg_cpv
11446103,Aquisição de serviços,,50532300-6 - Serviços de reparação e manutenção de geradores,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.",Turbomar Energia - Equipamentos de Produção e Serviços de Assistência Lda.,,19917.0,9959.04,0.0,2025-04-24,2025-05-09,2025-05-16,,0,506361616,500290946,Lisboa,50,Reparação e manutenção
11446467,Aquisição de bens móveis,,"15220000-6 - Peixe, filetes de peixe e outras carnes de peixe, congelados","Casa Pia de Lisboa, I. P.","Aviludo-indústria e Comércio de Produtos Alimentares, Sa","510396429-EXUMAS CONSULTING GROUP LDA. | 514817100-Vila Saloia -Comércio e Serviços Lda | 501476180-Aviludo-indústria e Comércio de Produtos Alimentares, Sa",36150.0,6885.08,0.0,2025-05-02,2025-05-16,2025-05-16,,3,501390642,501476180,Lisboa,15,"Alimentação, bebidas e tabaco"
11473391,Aquisição de serviços,,60181000-0 - Aluguer de camiões com condutor,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","RN Trans - Actividades Transitárias, S.A.","515118125-COSTA BRAGA, CONSTRUÇÕES UNIPESSOAL, LDA. | 518340953-Alicerce contemporãneo unipessoal lda | 501522034-RN Trans - Actividades Transitárias, S.A. | 507426479-CTM-Logística, Mudanças e Transportes Unipessoal",730805.0,730805.0,0.0,2025-05-12,2025-05-28,2025-05-30,,4,503541567,501522034,Lisboa,60,Transporte
11446576,Aquisição de bens móveis,,"48200000-0 - Pacote de software para ligações em rede, Internet e intranet","Unidade Local de Saúde de Santa Maria, E. P. E.","CPCECHO, LDA","501968326-INCENTEA | 502604751-NOS Comunicações. S.A. | 504308289-CPCECHO, LDA | 504889893-Decunify - Soluções de Comunicações S.A. | 503311111-Documática - Sistemas de Processamento de Meios de Pagamento e Imagem, Lda. | 504243926-IDW, Consultoria em Serviços de Informação, Lda | 517028158-Sustainable Process Consulting, Lda. | 980079659-INETUM ESPAÑA, S.A. - Sucursal em Portugal | 510688268-A2ITwb - Tecnologia, S.A. | 504448382-Oramix Sistemas de Informação S.A | 502679468-INTERGRAPH PORTUGAL, S.A. | 510728189-CLARANET II SOLUTIONS, S.A.",2196369.26,26667.65,0.0,2025-03-19,2025-05-15,2025-05-16,,12,508481287,504308289,Lisboa,48,Software e sistemas de informação
11447130,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de São José, E. P. E.","Biognóstica - Dist. de Prod. e Equip. Técnic., Lda",,71000.0,31036.8,0.0,2025-04-22,2025-04-24,2025-05-17,,0,508080142,504441256,Lisboa,33,Equipamento médico e farmacêutico
11447132,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de São José, E. P. E.","ROCHE SISTEMAS DIAGNOSTICO,LDA",,71000.0,4897.5,0.0,2025-04-22,2025-04-22,2025-05-17,,0,508080142,504282921,Lisboa,33,Equipamento médico e farmacêutico
11369868,Aquisição de bens móveis,,33696300-8 - Reagentes químicos,Serviços Intermunicipalizados de Água e Saneamento dos Municípios de Oeiras e Amadora,"Frilabo II, Lda.",,53451.75,17038.07,0.0,2025-03-10,2025-04-22,2025-04-24,,0,680015019,507958861,Oeiras,33,Equipamento médico e farmacêutico
11369929,Aquisição de bens móveis,,"03000000-1 - Produtos da agricultura, da pesca, da silvicultura e afins",Centro Formação Profissional Para o Sector Alimentar,Quadragel,,104880.0,5333.0,0.0,2025-04-21,2025-04-23,2025-04-24,,0,506024717,506627632,Odivelas,03,"Agricultura, pesca e silvicultura"
11369955,Aquisição de serviços,,63511000-4 - Organização de pacotes turísticos,Municipio da Amadora,"AVIA-TE, UNIPESSOAL, LDA.","517942550-SANTUÁRIO DA ÁGUA SAÚDE E BEM ESTAR UNIPESSOAL LDA | 500122237-Fundação INATEL | 510930492-AVIA-TE, UNIPESSOAL, LDA. | 506019608-SMILE - VIAGENS E TURISMO, UNIPESSOAL, LDAb",337957.4,324000.0,0.0,2025-04-02,2025-04-23,2025-04-24,,4,505456010,510930492,Amadora,63,Serviços auxiliares de transporte
11474395,Aquisição de serviços,,90910000-9 - Serviços de limpeza,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","Sá Limpa - Facility Services, Lda","504458086-Sá Limpa - Facility Services, Lda | 502117281-Iberlim | 514914050-Limpezas Técnicas, Lda",184254.77,179103.27,0.0,2025-05-29,2025-05-29,2025-05-30,,3,506361616,504458086,Lisboa,90,Ambiente e resíduos
11475422,Aquisição de serviços,,72244000-7 - Serviços de elaboração de protótipos,Ministério da Defesa Nacional - Marinha,- - Zeptonova,--ZeptoNova,55000.0,54500.0,0.0,2025-05-08,2025-05-30,2025-06-02,,1,600012662,,Lisboa,72,TI e consultoria
11475723,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.",Abbott Laboratórios Lda,"500006148-Abbott Laboratórios Lda | 507925173-Siemens Healthcare, Unipessoal, Lda",120000.0,120000.0,0.0,2025-04-30,2025-05-06,2025-06-02,,2,507618319,500006148,Lisboa,33,Equipamento médico e farmacêutico
11475861,Aquisição de serviços,,90910000-9 - Serviços de limpeza,Município da Amadora,"Sá Limpa - Facility Services, Lda",,1899833.76,1662829.2,0.0,2025-05-15,2025-06-02,2025-06-02,,0,505456010,504458086,Amadora,90,Ambiente e resíduos
11447366,Aquisição de bens móveis,,48820000-2 - Servidores,"Unidade Local de Saúde de São José, E. P. E.","Reload - Consultoria Informática Unipessoal, Lda",,130000.0,129934.0,0.0,2025-05-09,2025-05-16,2025-05-19,,0,508080142,506210855,Lisboa,48,Software e sistemas de informação
11393849,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","Intersurgical Portugal - Comércio de Produtos Hospitalares, Lda",,66622.72,262.5,0.0,2025-05-02,2025-05-05,2025-05-06,,0,508080142,503480045,Lisboa,33,Equipamento médico e farmacêutico
11393861,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","MEDLINE INTERNATIONAL PORTUGAL , UNIPESSOAL, LDA",,66622.72,7980.0,0.0,2025-05-02,2025-05-05,2025-05-06,,0,508080142,510533515,Lisboa,33,Equipamento médico e farmacêutico
11370983,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","Eurocasmédica, Produtos Hospitalares, Lda",,55563.3,3175.0,0.0,2025-04-14,2025-04-16,2025-04-24,,0,508080142,503322105,Lisboa,33,Equipamento médico e farmacêutico
11371077,Empreitadas de obras públicas,,45233140-2 - Obras em estradas,Município de Oeiras,CONSTRADAS - ESTRADAS E CONSTRUÇÃO CIVIL S.A,"507383125-Estrela do Norte | 503847933-Topbet-Trabalhos de Obras Publicas e Pavimentos Betuminosos S.A. | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A. | 501325174-CONSTRADAS - ESTRADAS E CONSTRUÇÃO CIVIL S.A",131465.0,130486.7,0.0,2025-03-26,2025-04-24,2025-04-24,,4,500745943,501325174,Oeiras,45,Construção
11371311,Empreitadas de obras públicas,,45313100-5 - Instalação de elevadores,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","Liftech, S. A.","505860503-Liftech, S. A. | 501445226-TK ELEVADORES PORTUGAL, UNIPESSOAL, LDA",203900.0,81500.0,0.0,2025-02-19,2025-03-30,2025-04-24,,2,507618319,505860503,Oeiras,45,Construção
11371368,Empreitadas de obras públicas,,45200000-9 - Obras de construção total ou parcial e de engenharia civil,Santa Casa da Misericórdia de Lisboa,"OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª","502022469-OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª",56000.0,55990.0,0.0,2025-03-20,2025-04-21,2025-04-24,,1,500745471,502022469,Mafra,45,Construção
11371900,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de São José, E. P. E.","The Binding Site Portugal, Specialist Protein Company, Unipessoal Lda",,193000.0,16500.0,0.0,2025-03-07,2025-03-17,2025-04-25,,0,508080142,515307467,Lisboa,33,Equipamento médico e farmacêutico
11372043,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.","Bio-Rad Laboratories, Lda.",,4887.94,4638.4,0.0,2025-04-16,2025-04-26,2025-04-26,,0,508481287,501301321,Lisboa,33,Equipamento médico e farmacêutico
11382084,Aquisição de bens móveis,,39831200-8 - Detergentes,"Unidade Local de Saúde de Santa Maria, E. P. E.",FRANKLAB PORTUGAL,,44557.0,10840.0,0.0,2025-04-03,2025-04-24,2025-04-28,,0,508481287,506058654,Lisboa,39,Mobiliário e limpeza
11382088,Aquisição de bens móveis,,33141200-2 - Cateteres,"Unidade Local de Saúde de Santa Maria, E. P. E.",COLOPLAST II PORTUGAL,,78232.0,11880.0,0.0,2025-04-03,2025-04-24,2025-04-28,,0,508481287,514719311,Lisboa,33,Equipamento médico e farmacêutico
11448101,Aquisição de serviços,,77211500-7 - Serviços de manutenção de árvores,Município de Oeiras,"MERISTEMA, S.A",,215000.0,215000.0,0.0,2025-05-04,2025-05-16,2025-05-19,,0,500745943,513395024,Oeiras,77,Agricultura e serviços relacionados
11382352,Empreitadas de obras públicas,,45211000-9 - Construção de edifícios de vários fogos e de moradias independentes,Município de Mafra,"AECI, Arquitectura Construção e Empreendimentos Imobiliários, SA","506294390-AECI, Arquitectura Construção e Empreendimentos Imobiliários, SA",800250.0,788996.6,0.0,2025-03-21,2025-04-24,2025-04-28,,1,502177080,506294390,Mafra,45,Construção
11382875,Empreitadas de obras públicas,,45233200-1 - Obras diversas de pavimentação,Município de Cascais,Estrela do Norte,"501461396-Protecnil - Sociedade Tecnica de Construções, SA | 507383125-Estrela do Norte - Engenharia e Construção, S.A. | 502808071-SIBAFIL, LDA | 500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A. | 500316066-Armando Cunha, SA | 500553408-ALEXANDRE BARBOSA BORGES, S.A. | 503665410-Manuel Pedro de Sousa &amp; Filhos, Lda | 514714662-Domus Express - Construção, Manutenção e Gestão de Imóveis, Lda | 502186810-TECNO ESTRUTURA-CONSTRUÇÕES CIVIS INDUSTRIAIS E OBRAS PUBLICAS LDA | 508167140-PAVIRAMOS, Lda. | 500018936-ALVES RIBEIRO, S.A. | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A.",7982684.43,1198671.76,0.0,2025-03-11,2025-04-24,2025-04-28,,12,505187531,507383125,Cascais,45,Construção
11382918,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.",CARDIVA PORTUGAL UNIPESSOAL LDA,,474532.5,21577.5,0.0,2025-04-09,2025-04-24,2025-04-28,,0,507618319,508570514,Lisboa,33,Equipamento médico e farmacêutico
11476017,Aquisição de serviços,,50324100-3 - Serviços de manutenção de sistemas,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","CLARANET II SOLUTIONS, S.A.",,82400.0,82399.82,0.0,2025-04-30,2025-05-21,2025-06-02,,0,507618319,510728189,Lisboa,50,Reparação e manutenção
11476062,Aquisição de bens móveis,,33190000-8 - Dispositivos e produtos médicos variados,"Unidade Local de Saúde de Santa Maria, E. P. E.","Boston Scientific Portugal, Lda","504223933-Medtronic Portugal, Lda. | 504988964-Boston Scientific Portugal, Lda",497000.0,207500.0,0.0,2025-05-15,2025-05-30,2025-06-02,,2,508481287,504988964,Lisboa,33,Equipamento médico e farmacêutico
11395022,Empreitadas de obras públicas,,45200000-9 - Obras de construção total ou parcial e de engenharia civil,Santa Casa da Misericórdia de Lisboa,"WIKISERVICE, LDA.","516836498-WIKISERVICE, LDA. | 502022469-OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª | 513976353-ERS - SOLUTIONS, LDA.",3450000.0,300000.0,0.0,2025-02-27,2025-04-04,2025-05-06,,3,500745471,516836498,Lisboa,45,Construção
11395088,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","48200000-0 - Pacote de software para ligações em rede, Internet e intranet","Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","CLARANET II SOLUTIONS, S.A.",,575322.29,6720.0,6720.0,2024-12-19,2025-05-01,2025-05-06,2025-09-30,0,501427511,510728189,Lisboa,48,Software e sistemas de informação
11405479,Empreitadas de obras públicas,,45233161-5 - Construção de via pedonal,Município de Arruda dos Vinhos,"SANTOMARGO - CONSTRUÇÕES, LDA.",,33342.5,33157.91,0.0,2025-01-20,2025-01-22,2025-05-07,,0,505307685,507598113,Arruda dos Vinhos,45,Construção
11405592,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.",CLINIFAR,,140795.46,725.0,0.0,2025-03-19,2025-05-06,2025-05-07,,0,508080142,503281115,Lisboa,33,Equipamento médico e farmacêutico
11405822,Aquisição de serviços,,85100000-0 - Serviços de saúde,PSP - Polícia de Segurança Pública,"SYNCHRO HEALTH - CUIDADOS DE SAÚDE, LDA",,335016.0,240608.0,0.0,2025-03-24,2025-04-15,2025-05-07,,0,600006662,513074619,Lisboa,85,Saúde e ação social
11405827,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.","HEMOVISION, LDA",,1078293.17,28000.0,0.0,2025-04-30,2025-05-06,2025-05-07,,0,508481287,509717853,Lisboa,33,Equipamento médico e farmacêutico
11406083,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","Ibervoxel - Equipamentos Médicos e Laboratório, Lda",,119737.2,12714.17,0.0,2025-04-09,2025-04-09,2025-05-07,,0,506361616,506716899,Lisboa,33,Equipamento médico e farmacêutico
11448858,Aquisição de bens móveis,,39518000-6 - Roupa para uso hospitalar,"Unidade Local de Saúde de Amadora/Sintra, E. P. E.","RIBEIRO &amp; CARLOS, LDA","504361287-TORVES, Lda. | 501759441-Meilex, Lda | 502383542-RIBEIRO &amp; CARLOS, LDA | 502641878-VPDOIS, VESTUÁRIO PROFISSIONAL DE PROTECÇÃO, LDA",133811.9,83412.75,0.0,2025-05-08,2025-05-16,2025-05-19,,4,503035416,502383542,Amadora,39,Mobiliário e limpeza
11449052,Aquisição de serviços,,66510000-8 - Serviços de seguros,"ADP - Águas de Portugal Internacional - Serviços Ambientais, S. A.","MDS - Corretor de Seguros, S.A.","502220473-Ageas Portugal, Companhia de Seguros de Vida, S.A | 501469460-MDS - Corretor de Seguros, S.A. | 500188629-Willis - Corretores de Seguros, S.A. | 500946728-AON",573213.99,11013.02,0.0,2025-04-29,2025-05-14,2025-05-19,,4,505306182,501469460,Lisboa,66,Finanças e seguros
11449595,Aquisição de bens móveis,,44164310-3 - Tubos e acessórios,Serviços Municipalizados de Águas e Saneamento de Mafra - SMAS de Mafra,"Humberto Poças, S.A.","501075666-Humberto Poças, S.A. | 504348701-Fucoli - Somepal Fundição, S.A. | 508657911-Casvian Internacional, Unipessoal, Lda. | 500384436-Mendes &amp;amp; Irmãos, SA. | 502917040-Gavedra , SA | 502468521-Amadeu de Jesus Duarte, SA",142093.94,62849.11,0.0,2025-02-28,2025-03-20,2025-05-19,,6,600087247,501075666,Mafra,44,Materiais de construção
11385370,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","35000000-4 - Equipamento de segurança, combate a incêndios, polícia e defesa",Autoridade Nacional de Segurança Rodoviária,"Advanced Resources, Lda","506651886-Advanced Resources, Lda | 508771323-Dräger Portugal, Lda.",43788.45,41222.5,41222.5,2025-04-11,2025-04-23,2025-04-30,2025-06-25,2,600082563,506651886,Oeiras,35,Segurança e defesa
11385619,Empreitadas de obras públicas,,45112500-0 - Movimento de terras,"Cascais Próxima - Gestão de Mobilidade, Espaços Urbanos e Energias, E. M., S. A.",Sanestradas-Empreitadas de Obras Públicas e Particulares S.A.,"507383125-Estrela do Norte - Engenharia e Construção, S.A. | 500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A. | 514070080-JPMAENG, Unipessoal, Lda | 513401490-INFRAROAD UNIPESSOAL LDA | 502186810-TECNO ESTRUTURA-CONSTRUÇÕES CIVIS INDUSTRIAIS E OBRAS PUBLICAS LDA | 502212900-XIX - Construção Projectos e Gestão, Lda. | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A.",1280000.0,320000.0,0.0,2025-04-03,2025-04-28,2025-04-30,,7,504853635,500120501,Cascais,45,Construção
11385965,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de Santa Maria, E. P. E.","SEBIA - FABRICO DE APARELHOS BIOQUÍMICOS, UNIPESSOAL LDA","503406694-Iberlab - Soluções para Laboratórios, Lda. | 501086110-WERFEN PORTUGAL, LDA. | 504441256-BIOGNOSTICA DISTRIB. DE PROD. E EQUIP. TECNICOS | 509717853-HEMOVISION, LDA | 502610069-Menarini Diagnósticos Material de Laboratório, Lda | 509035167-BECKMAN COULTER PORTUGAL UNIPESSOAL, LDA | 508440246-CSP Saúde, S.A. | 505025990-Meditecno Lda. | 500094853-SYSMEX PORTUGAL, S.A. | 501301321-Bio-Rad Laboratories, Lda. | 504282921-ROCHE SISTEMA DE DIAGNOSTICOS | 500006148-Abbott Laboratórios, Lda | 515487996-SEBIA – Fabrico de Aparelhos Bioquímicos, Unipessoal Lda. | 503315869-Maldral Scientia, S.A. | 515307467-The Binding Site Portugal, Specialist Protein Company, Unipessoal Lda | 507925173-SIEMENS HEALTHCARE DIAGNOSTICS LDA | 506916243-THERMO FISHER DIAGNOSTICS | 502380543-BIO PORTUGAL – QUIMICO FARMACEUTICA | 502501880-Arium - Sistemas de Diagnóstico, Lda. | 980379563-DIASORIN IBERIA-SUCURSAL PORTUGAL | 503531588-Lusopalex | 500399670-Quilaban, S.A | 513656677-Microgene - Produtos de Laboratório Lda.",10403908.7,344879.92,0.0,2025-04-03,2025-04-29,2025-04-30,,23,508481287,515487996,Lisboa,33,Equipamento médico e farmacêutico
11386144,Aquisição de serviços,,90910000-9 - Serviços de limpeza,"Unidade Local de Saúde de São José, E. P. E.","Sá Limpa - Facility Services, Lda","515931217-ALPIBRE, LDA | 502629428-EUROMEX FACILITY SERVICES, LDA | 516510657-Lucena &amp; Lucena, Lda | 502771496-OPERANDUS | 502611057-Interlimpe - Facility services, SA | 509418627-Fine Facility Services, Lda | 502117281-IBERLIM - HIGIENE E SUSTENTABILIDADE AMBIENTAL, S.A. | 504458086-Sá Limpa - Facility Services, Lda",7210244.6,568624.33,0.0,2025-04-15,2025-04-30,2025-04-30,,8,508080142,504458086,Lisboa,90,Ambiente e resíduos
11386155,Aquisição de serviços,,90910000-9 - Serviços de limpeza,"Unidade Local de Saúde de São José, E. P. E.","Fine Facility Services, Lda.","515931217-ALPIBRE, LDA | 502629428-EUROMEX FACILITY SERVICES, LDA | 516510657-Lucena &amp; Lucena, Lda | 502771496-OPERANDUS | 502611057-Interlimpe - Facility services, SA | 509418627-Fine Facility Services, Lda | 502117281-IBERLIM - HIGIENE E SUSTENTABILIDADE AMBIENTAL, S.A. | 504458086-Sá Limpa - Facility Services, Lda",7210244.6,84992.15,0.0,2025-04-15,2025-04-30,2025-04-30,,8,508080142,509418627,Lisboa,90,Ambiente e resíduos
11476476,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de São José, E. P. E.",Labesfal,,491260.0,452980.0,0.0,2025-04-30,2025-05-23,2025-06-02,,0,508080142,501169580,Lisboa,33,Equipamento médico e farmacêutico
11476481,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233220-7 - Pavimentação de estradas,"Lisboa Ocidental, SRU - Sociedade de Reabilitação Urbana E. M., S. A.","XIX - Construção Projectos e Gestão, Lda.","504229753-UNIKONSTRÓI, Lda. | 501461396-Protecnil - Sociedade Tecnica de Construções, SA | 502438878-Decoverdi, S.A. | 503847933-Topbet-Trabalhos de Obras Publicas e Pavimentos Betuminosos S.A. | 507383125-Estrela do Norte, Engenharia e Construção, SA | 504341049-MURBAN - Mobiliário Urbano e Serviços, Lda. | 502496878-Construçoes Pragosa, S.A. | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A. | 502212900-XIX - Construção Projectos e Gestão, Lda.",569000.0,456920.73,469600.52,2025-04-16,2025-05-27,2025-06-02,2026-03-11,9,507023129,502212900,Lisboa,45,Construção
